;Tectonic_setting;Location_notes;Pluton;Colour;Symbol;Size_rel;Size;SubGroup;Group;DebonPQ;TASMiddlemostPlut;Villaseca;QANOR;LaRoche;Geol_unit_notes;Rock_type_notes;Ref;Age;Latitude;Longitude;SiO2;TiO2;Al2O3;FeOt;MnO;MgO;CaO;K2O;Na2O;P2O5;H2O;H2Ot;H2O.MINUS;LOI;Li;Be;B;Sc;V;Cr;Ni;Cu;Zn;Rb;Sr;Y;Zr;Nb;Cs;Ba;La;Ce;Pr;Nd;Sm;Eu;Gd;Tb;Dy;Ho;Er;Tm;Yb;Lu;Hf;Ta;Pb;Th;U;Co;Mo;W;Ga;Ge;As;In;Sn;Sb;Cd;Q;C;Or;Ab;An;Ne;Ns;Ks;Di;Wo;Hy;Ol;Il;Tn;Pf;Ru;Ap;Sum_CIPW;Orthoclase;Albite;Anorthite;Quartz;Apatite;Ilmenite;Biotite;Amphibole;Corundum;Rest;sum_meso;P;K;Ti;Cr2O3;A/NK;A/CNK;K2O/Na2O
MP22;OROGENIC BELT;////////Peninsula//////;Cape Peninsula;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;granite;h-P;3b granite;granite;//////////;//////;Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009);;;;73.25005;0.463456;14.24501;2.770277;0.031314593;1.1095804;1.117931;4.660655;2.157575;0.1941505;;;;;;;;;;;;;;230.9859;80.86781;33.28622;163.95442;15.578186;;336.06789;29.73319;61.26759;6.791914;27.99975;6.453796;0.8480104;5.752217;0.8780838;5.440478;1.2052214;2.996534;0.5317122;3.6766692;;4.828713;;;13.47636;;;;;;;;;;;;39.36886961;4.08292825;27.54313661;18.25679818;4.277841508;0;0;0;0;0;2.764107704;0;0.06698887;0;0;0.428387864;0.459870086;97.24892867;24.68346755;18.27466025;4.273795606;40.99871884;0.45819518;0.4402832;4.212088301;0;4.083296591;-0.194783031;97.22972249;847.3892723;38689.49535;2778.41872;;1.65749292;1.340458385;2.160135801
PB01;OROGENIC BELT;////////Peninsula//////;Cape Peninsula;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;granite;h-P;3b granite;unclassified;//////////;//////;Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009);;;;73.54354;0.5326935;13.72588;3.064633;0.03820113;1.2298642;1.414503;3.97504;2.255989;0.2196565;;;;;;;;;;;;;;208.133;77.11793;29.83177;222.98898;15.638989;;284.60766;35.55178;72.58519;8.300531;33.05196;7.225422;0.7917895;6.745119;0.932904;5.973915;1.01211;3.294411;0.4525096;3.1511111;;6.295536;;;16.547361;;;;;;;;;;;;40.9710848;3.665873623;23.49134826;19.08955001;5.582559763;0;0;0;0;0;3.063750144;0;0.081720703;0;0;0.489899045;0.520284282;96.95607063;20.3058234;19.10822683;5.577799843;42.78273008;0.51838934;0.506058825;4.689673773;0;3.663762266;-0.217097027;96.93536733;958.7127599;32997.99955;3193.497533;;1.712722782;1.296611179;1.761994407
BB12;OROGENIC BELT;////////Peninsula//////;Cape Peninsula;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;granite;f-P;2 alkali feldspar granite;alkali granite;//////////;//////;Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009);;;;76.69906;0.1406721;12.92808;1.154082;0.003173054;0.3204784;0.3617281;5.853227;2.39354;0.1459605;;;;;;;;;;;;;;261.4452;32.39262;26.10159;67.15418;6.763754;;52.18193;10.59772;20.74508;2.690857;10.18292;2.781516;0.3873423;3.139553;0.6156459;4.80122;0.9664095;2.451926;0.3742797;2.5569307;;2.560282;;;8.610439;;;;;;;;;;;;39.54250086;2.346480827;34.59089567;20.25346823;0.840996881;0;0;0;0;0;0.798352976;0;0.006787867;0;0;0.137159774;0.345725958;98.86236904;33.76985853;20.2732838;0.83853879;39.98900888;0.34446678;0.133638495;1.207209917;0;2.349564203;-0.059650236;98.84591915;637.0591983;48589.3933;843.3292395;;1.258404537;1.18268845;2.445426857
CB03;OROGENIC BELT;////////Peninsula//////;Cape Peninsula;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;quartz monzonite;h-P;3a granite;granite;//////////;//////;Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009);;;;63.37698;1.2838913;17.10922;5.76404;0.108804344;2.3594999;1.3688623;6.171797;2.137746;0.3191594;;;;;;;;;;;;;;382.3992;99.68562;74.91753;433.19186;38.37252;;620.21949;69.46035;139.03848;16.475296;64.11692;14.181774;1.200097;13.545242;2.1504163;13.587559;2.7469444;7.687368;1.0653097;7.2772674;;12.177549;;;33.855527;;;;;;;;;;;;21.77793384;5.187103616;36.47355316;18.08901071;4.706035967;0;0;0;0;0;5.877818183;0;0.23275666;0;0;1.16190201;0.755969522;94.26208366;30.16409789;18.10670862;4.699956584;25.26951192;0.753216184;1.219696735;9.256422284;0;5.191817497;-0.425467469;94.23596024;1393.003117;51233.93844;7696.928344;;1.677798839;1.348634352;2.887058144
BB;OROGENIC BELT;////////Peninsula//////;Cape Peninsula;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;granodiorite;h-P;2 alkali feldspar granite;granite;//////////;//////;Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009);;;;67.99483;1.099778;16.1477;4.692605;0.074023519;2.1942686;0.5943031;4.891897;2.048337;0.2622548;;;;;;;;;;;;;;362.1725;92.41197;54.14688;352.93839;31.253298;;231.20968;62.84477;126.78822;14.479895;56.48451;12.414954;0.9484455;11.750453;1.8488207;11.379893;1.8653492;5.002709;0.7300288;4.6661346;;9.335387;;;27.978501;;;;;;;;;;;;33.56047943;7.030172436;28.90971062;17.33245668;1.23505751;0;0;0;0;0;5.466205731;0;0.15835275;0;0;1.016883461;0.621183759;95.33050237;23.1314818;17.34941439;1.230708749;36.80655188;0.618921328;1.0447891;8.480864003;0;7.03310448;-0.388443706;95.30739202;1144.6373;40609.10457;6593.16911;;1.863573475;1.656940313;2.388228597
SB02;OROGENIC BELT;////////Peninsula//////;Cape Peninsula;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;quartz monzonite;h-P;3a granite;granite;//////////;//////;Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009);;;;68.21043;0.805547;15.45269;4.327839;0.018284799;1.3388536;1.302284;5.137013;3.171397;0.2356707;;;;;;;;;;;;;;366.8637;96.99882;38.37796;246.1948;20.81293;;298.85868;45.29488;90.06461;10.1668;39.33392;8.165429;0.7937;7.171368;1.0418083;5.548079;0.9979267;2.489809;0.3192937;1.8223301;;4.741799;;;14.152121;;;;;;;;;;;;25.98878018;2.871365145;30.358276;26.83547732;4.921189865;0;0;0;0;0;3.335256778;0;0.039115247;0;0;0.785304911;0.558215946;95.69298138;26.78998167;26.86173259;4.916345433;27.9569745;0.556182852;0.76526965;5.200888063;0;2.86792932;-0.243133985;95.6721701;1028.608337;42643.88602;4829.254265;;1.433755655;1.175500554;1.619794999
CB07;OROGENIC BELT;////////Peninsula//////;Cape Peninsula;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;granodiorite;h-P;3b granite;granodiorite;//////////;//////;Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009);;;;68.84487;0.5211588;16.35824;3.393888;0.048726233;1.4427202;1.6619882;4.69043;2.845188;0.1927864;;;;;;;;;;;;;;217.7058;100.76388;32.2147;213.84144;16.67986;;369.3073;40.07423;75.07659;8.702935;32.92433;7.027973;1.1717512;6.867921;1.0399361;6.173751;1.1547144;3.36056;0.4123334;2.9050724;;5.994296;;;16.8275;;;;;;;;;;;;29.18321105;4.040254932;27.71909833;24.0751877;6.985940631;0;0;0;0;0;3.594001858;0;0.104236236;0;0;0.466504324;0.456639042;96.6250741;24.03731647;24.09874236;6.981250354;31.30945721;0.454975904;0.49510086;5.44126052;0;4.036346923;-0.248342778;96.60610783;841.4355214;38936.66656;3124.347006;;1.676439786;1.280026923;1.648548356
BB02D;OROGENIC BELT;////////Peninsula//////;Cape Peninsula;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;quartz monzonite;h-P;3a granite;granite;//////////;//////;Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009);;;;68.99394;0.6654471;15.81692;3.273049;0.052338534;1.2069907;1.0179311;6.424822;2.307168;0.2413981;;;;;;;;;;;;;;284.7393;108.52916;43.80641;189.83553;19.189247;;704.69787;40.82427;83.87394;9.826919;36.45838;7.91403;1.3219117;7.722472;1.1376697;8.093405;1.6657946;5.378191;0.7646253;5.9740883;;5.628441;;;19.416906;;;;;;;;;;;;27.69261523;3.794081332;37.96885846;19.52261244;3.473033562;0;0;0;0;0;3.006769309;0;0.11196375;0;0;0.606787136;0.57178202;96.74850324;34.74147611;19.54171296;3.468456616;29.46268278;0.569699516;0.632174745;4.733011627;0;3.798585233;-0.220844049;96.72695553;1053.606147;53334.37487;3989.355365;;1.471338578;1.25522588;2.784722222
CR07;OROGENIC BELT;////////Peninsula//////;Cape Peninsula;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;granodiorite;h-P;3b granite;granodiorite;//////////;//////;Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009);;;;69.45897;0.5668783;15.65669;3.533473;0.05525529;1.4601722;1.583985;4.748885;2.726951;0.2087422;;;;;;;;;;;;;;225.9334;98.77886;37.25821;226.72434;19.942902;;387.14477;41.0476;74.73411;9.029573;34.86244;7.361262;1.1478708;7.401122;1.1377449;6.692987;1.3661463;3.929873;0.5780373;3.2920303;;6.31398;;;17.74935;;;;;;;;;;;;30.44756184;3.6499726;28.06455064;23.07469916;6.494704361;0;0;0;0;0;3.637477038;0;0.118203339;0;0;0.504889847;0.494432378;96.48649122;24.30772899;23.09727497;6.489888668;32.5998127;0.492631592;0.538534385;5.547507271;0;3.647054611;-0.253904195;96.46652899;911.0762061;39421.91905;3398.435409;;1.626417332;1.251879994;1.741463268
HB01;OROGENIC BELT;////////Peninsula//////;Cape Peninsula;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;granite;h-P;3b granite;granodiorite;//////////;//////;Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009);;;;70.51389;0.4932133;15.83693;2.799526;0.039540304;1.2881815;1.3849512;5.029943;2.407796;0.2060258;;;;;;;;;;;;;;205.6517;108.49868;26.85695;186.25604;16.186599;;682.8239;33.7025;66.60775;7.883639;29.82489;6.613008;1.0864351;5.667861;0.8376393;5.362254;0.9859837;2.538157;0.3053386;2.0698271;;5.721614;;;15.102539;;;;;;;;;;;;32.95861048;4.406408559;29.72552295;20.37409853;5.525001357;0;0;0;0;0;3.20902605;0;0.084585493;0;0;0.448893163;0.48799824;97.22014482;26.42732158;20.39403212;5.520465834;34.8540217;0.486220888;0.468552635;4.867649787;0;4.406073358;-0.2238668;97.2004711;899.2202067;41755.06583;2956.813734;;1.683762103;1.328173179;2.089023738
BB204;OROGENIC BELT;////////Peninsula//////;Cape Peninsula;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;granite;h-P;3b granite;granodiorite;//////////;//////;Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009);;;;70.56377;0.5912214;14.99205;3.681473;0.046430999;1.408407;1.4919828;4.502775;2.494892;0.226996;;;;;;;;;;;;;;212.078;97.29956;35.15272;214.40002;18.154124;;375.06028;42.8026;84.83579;9.621267;38.54549;8.270373;1.1369512;7.974498;1.2191524;7.28142;1.2619893;3.777549;0.5655217;3.7642507;;6.141815;;;16.60365;;;;;;;;;;;;34.17006313;3.844480199;26.61011101;21.1110806;5.919002277;0;0;0;0;0;3.508523257;0;0.09932622;0;0;0.539182869;0.537668819;96.33943838;22.96955536;21.13173524;5.914046477;36.24624542;0.53571056;0.56166033;5.364277124;0;3.842407694;-0.247113005;96.3185252;990.7467416;37378.88611;3544.372293;;1.66980361;1.282347007;1.804797562
MP01;OROGENIC BELT;////////Peninsula//////;Cape Peninsula;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;granite;h-P;3a granite;granite;//////////;//////;Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009);;;;70.68482;0.470401;15.57771;2.547373;0.055526174;0.9690889;1.2592917;5.61862;2.62335;0.1938178;;;;;;;;;;;;;;263.9894;100.66293;33.57252;174.56706;14.396934;;528.26946;32.09891;67.03107;7.250776;27.75153;6.196814;1.1091311;6.078937;0.8091479;6.321422;1.2943877;3.488553;0.5583588;3.3824517;;4.994052;;;14.647085;;;;;;;;;;;;30.33333072;3.354616152;33.20443547;22.19805638;4.98133656;0;0;0;0;0;2.41412528;0;0.11878282;0;0;0.408065156;0.459082044;97.47183059;30.63291359;22.2197745;4.977122932;31.75022068;0.457410008;0.44688095;3.789416806;0;3.354789889;-0.17590378;97.45262557;845.9371699;46641.85021;2820.053995;;1.498217148;1.22783051;2.141772924
BB05;OROGENIC BELT;////////Peninsula//////;Cape Peninsula;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;granite;h-P;3b granite;granite;//////////;//////;Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009);;;;71.42954;0.5793176;14.28317;3.386442;0.028387612;1.1680977;1.2616716;5.284301;2.354069;0.2249981;;;;;;;;;;;;;;244.6769;89.43197;47.59941;307.8052;17.515243;;346.8029;47.7947;93.52124;11.015233;42.32778;8.944119;0.9144781;9.138733;1.3809605;8.729539;1.7445057;5.788011;0.8576531;5.3736242;;8.611784;;;21.751402;;;;;;;;;;;;33.71014253;2.935279866;31.2287059;19.91947563;4.789431008;0;0;0;0;0;2.909881836;0;0.060727408;0;0;0.547597049;0.532936539;96.63417777;28.17125963;19.93896443;4.784783576;35.425583;0.530995516;0.55035172;4.484489521;0;2.936204193;-0.209078974;96.61355261;982.0267073;43866.56789;3473.009012;;1.488974153;1.2016158;2.244751959
CB01;OROGENIC BELT;////////Peninsula//////;Cape Peninsula;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;granite;h-P;3b granite;granite;//////////;//////;Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009);;;;71.63042;0.5221924;14.47667;3.28208;0.041492029;1.1961848;1.396561;4.721995;2.535062;0.1973401;;;;;;;;;;;;;;212.7372;90.74651;35.15846;202.21618;16.59092;;417.976;36.20783;68.61906;7.97024;31.85263;7.131322;0.9264193;7.067388;0.901401;6.470224;1.158361;3.408155;0.4712342;3.3916633;;5.844636;;;16.325043;;;;;;;;;;;;34.60137956;3.128211717;27.90563844;21.45098794;5.639347099;0;0;0;0;0;2.97985042;0;0.088760667;0;0;0.475686634;0.467425058;96.73728754;24.7996302;21.47197514;5.634917457;36.35992408;0.465722636;0.49608278;4.574259288;0;3.126411936;-0.21100619;96.71791733;861.3106005;39198.69709;3130.543438;;1.559698869;1.224659003;1.862674365
BB08;OROGENIC BELT;////////Peninsula//////;Cape Peninsula;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;ad;granite;h-P;4 granodiorite;granodiorite;//////////;//////;Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009);;;;72.23855;0.5255037;14.62045;3.281297;0.059314283;1.2487218;1.8543518;3.258123;2.731579;0.1821053;;;;;;;;;;;;;;219.8573;91.93434;41.07707;243.9733;19.792312;;182.27706;47.64785;88.21809;11.651506;39.42888;8.406061;0.9552065;9.021814;1.2843752;7.625344;1.437846;4.104093;0.7138281;4.2992369;;7.18888;;;19.832694;;;;;;;;;;;;38.56678948;3.664419218;19.25457406;23.11386001;8.010082274;0;0;0;0;0;3.110726854;0;0.126886427;0;0;0.458925262;0.431339502;96.73760308;16.00240197;23.13647413;8.005305108;40.40824733;0.429768508;0.499228515;4.799964284;0;3.657141307;-0.219832269;96.71869888;794.8167924;27046.65646;3150.394682;;1.822900104;1.283387689;1.192761769
OLD01;OROGENIC BELT;////////Peninsula//////;Cape Peninsula;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;granite;m-P;3b granite;granite;//////////;//////;Unpub. Data, A.Villaros, G. Stevens, R. Scheepers (Villaros et al. 2009);;;;72.53175;0.4106349;14.34849;2.812612;0.034047621;0.9523017;1.2896826;4.854365;2.575238;0.190873;;;;;;;;;;;;;;225.9309;80.4279;31.84997;174.89121;13.637902;;396.00915;29.50774;60.15632;7.05726;26.48606;5.406198;0.9302856;5.681433;0.9358559;6.107342;1.0981661;3.146817;0.4591648;3.019423;;5.193276;;;13.794015;;;;;;;;;;;;35.33691551;2.969499625;28.68790724;21.79094605;5.15135197;0;0;0;0;0;2.372306203;0;0.072835424;0;0;0.372465266;0.452106911;97.2063342;26.21711888;21.81226586;5.14714199;36.73090418;0.45046028;0.390103155;3.640643157;0;2.967964063;-0.169218746;97.18738282;833.0842958;40297.54017;2461.756226;;1.511786087;1.212272486;1.885016065
Contreberg10;OROGENIC BELT;//////////////;Contreberg;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;granite;m-P;3b granite;granodiorite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;73.02;0.47;13.47;3.04;0.04;1.17;1.62;4.97;2.07;0.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.11721976;2.050651448;29.37127698;17.51576294;7.187835403;0;0;0;0;0;2.91462071;0;0.085568885;0;0;0.425151911;0.30792149;96.97600953;26.357735;17.5329;7.184064;38.837924;0.3068;0.4465;4.445495;0;2.050812;-0.20223;96.96;567.398;41257.461;2817.65;;1.533279374;1.148276147;2.400966184
Contreberg11;OROGENIC BELT;//////////////;Contreberg;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;granite;m-P;3b granite;granodiorite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;72.39;0.39;14.07;2.67;0.06;0.98;1.85;5.16;2.31;0.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.15438742;1.631970712;30.49412258;19.54657604;8.328915781;0;0;0;0;0;2.441306236;0;0.128353328;0;0;0.32258982;0.30792149;97.35614341;27.938195;19.5657;8.324864;35.591224;0.3068;0.3705;3.783915;0;1.631012;-0.17221;97.34;567.398;42834.708;2338.05;;1.49910853;1.103589368;2.233766234
Contreberg12;OROGENIC BELT;//////////////;Contreberg;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;granite;m-P;3b granite;granodiorite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;72.63;0.41;13.85;2.81;0.07;0.95;1.79;4.96;2.4;0.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.80967574;1.589495666;29.31217985;20.30813095;8.031242639;0;0;0;0;0;2.366572372;0;0.149745549;0;0;0.33133507;0.30792149;97.20629932;26.800705;20.328;8.027264;36.201824;0.3068;0.3895;3.717485;0;1.587712;-0.16929;97.19;567.398;41174.448;2457.95;;1.486506573;1.101673552;2.066666667
Contreberg13;OROGENIC BELT;//////////////;Contreberg;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;granite;m-P;3b granite;granodiorite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;72.41;0.36;14.15;2.71;0.06;0.9;1.82;5.06;2.4;0.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.21718536;1.726704481;29.90315122;20.30813095;8.18007921;0;0;0;0;0;2.242015931;0;0.128353328;0;0;0.292576673;0.30792149;97.30611864;27.54858;20.328;8.176064;35.534624;0.3068;0.342;3.48786;0;1.725112;-0.15904;97.29;567.398;42004.578;2158.2;;1.501263912;1.111148298;2.108333333
Contreberg14;OROGENIC BELT;//////////////;Contreberg;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;granite;m-P;3b granite;granodiorite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;72.71;0.39;14.09;2.63;0.06;0.84;1.79;5;2.34;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.30603962;1.932792373;29.5485684;19.80042767;7.900575033;0;0;0;0;0;2.092548202;0;0.128353328;0;0;0.32258982;0.355294026;97.38718847;27.314595;19.8198;7.89632;36.53432;0.354;0.3705;3.300915;0;1.93156;-0.15201;97.37;654.69;41506.5;2338.05;;1.521312525;1.125725326;2.136752137
Contreberg15;OROGENIC BELT;//////////////;Contreberg;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;granite;m-P;3b granite;granodiorite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;72.6;0.39;14.13;2.74;0.06;0.97;1.69;4.98;2.3;0.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.46926437;2.19418056;29.43037412;19.46195882;7.535120735;0;0;0;0;0;2.416394948;0;0.128353328;0;0;0.32258982;0.30792149;97.2661582;26.897395;19.481;7.531264;36.891224;0.3068;0.3705;3.749415;0;2.193112;-0.17071;97.25;567.398;41340.474;2338.05;;1.540174218;1.153742612;2.165217391
Contreberg16;OROGENIC BELT;//////////////;Contreberg;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;granite;m-P;3b granite;granodiorite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;72.54;0.37;14.12;2.65;0.07;0.91;1.81;5.04;2.35;0.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.74931649;1.842734632;29.78495694;19.88504489;8.065133217;0;0;0;0;0;2.266927219;0;0.149745549;0;0;0.29131754;0.331607758;97.36678424;27.388685;19.9045;8.060992;36.081872;0.3304;0.3515;3.552745;0;1.841436;-0.16213;97.35;611.044;41838.552;2218.15;;1.514779609;1.119525339;2.144680851
Contreberg17;OROGENIC BELT;//////////////;Contreberg;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;granite;m-P;3b granite;granodiorite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;72.17;0.39;14.23;2.74;0.07;0.95;1.74;5.04;2.5;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.68180759;1.905079984;29.78495694;21.15430307;7.521846475;0;0;0;0;0;2.366572372;0;0.149745549;0;0;0.311326305;0.402666563;97.27830485;27.285095;21.175;7.517376;35.073416;0.4012;0.3705;3.704115;0;1.903408;-0.17011;97.26;741.982;41838.552;2338.05;;1.487210079;1.117658471;2.016
Contreberg18;OROGENIC BELT;//////////////;Contreberg;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;granite;m-P;3b granite;granodiorite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;72.67;0.38;14.06;2.6;0.07;0.93;1.66;5.05;2.42;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.75373616;1.953433143;29.84405408;20.47736537;7.255616558;0;0;0;0;0;2.316749795;0;0.149745549;0;0;0.301321922;0.355294026;97.40731661;27.39599;20.4974;7.25152;36.11542;0.354;0.361;3.62843;0;1.95216;-0.16592;97.39;654.69;41921.565;2278.1;;1.48822932;1.127891868;2.08677686
Contreberg19;OROGENIC BELT;//////////////;Contreberg;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;granite;h-P;3b granite;granodiorite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;71.86;0.44;14.42;3.26;0.08;1.38;1.7;4.57;2.18;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.30718336;3.05932597;27.00739151;18.44655228;7.715400532;0;0;0;0;0;3.437757761;0;0.17113777;0;0;0.350084701;0.260548953;96.75538284;23.47652;18.4646;7.711808;38.342028;0.2596;0.418;5.24474;0;3.057664;-0.23496;96.74;480.106;37936.941;2637.8;;1.689895264;1.240529592;2.096330275
Contreberg2;OROGENIC BELT;//////////////;Contreberg;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;granite;l-P;3b granite;granite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;73.57;0.26;14.01;1.86;0.03;0.41;1.64;5.34;2.7;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.78988266;1.213149601;31.55787105;22.84664732;7.025724571;0;0;0;0;0;1.021362813;0;0.064176664;0;0;0.226323396;0.402666563;98.14780463;30.42703;22.869;7.021376;34.374416;0.4012;0.247;1.65941;0;1.211408;-0.08084;98.13;741.982;44328.942;1558.7;;1.370572852;1.061049843;1.977777778
Contreberg20;OROGENIC BELT;//////////////;Contreberg;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;granite;m-P;3b granite;granodiorite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;72.93;0.38;13.9;2.68;0.06;0.95;1.74;4.85;2.36;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.92696074;1.96316917;28.66211134;19.9696621;7.652514081;0;0;0;0;0;2.366572372;0;0.128353328;0;0;0.312585438;0.355294026;97.3372226;26.18089;19.9892;7.64832;37.31942;0.354;0.361;3.67373;0;1.96156;-0.16812;97.32;654.69;40261.305;2278.1;;1.522074317;1.130449111;2.055084746
Contreberg21;OROGENIC BELT;//////////////;Contreberg;brown4;16;1.6;1.28;Mafic S-types;1- CPG & MPG;gr;granite;m-P;3b granite;granodiorite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;72.23;0.38;14.07;2.77;0.06;0.93;1.78;5.16;2.5;0.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.11376444;1.44667945;30.49412258;21.15430307;7.981630449;0;0;0;0;0;2.316749795;0;0.128353328;0;0;0.312585438;0.30792149;97.25611004;28.05899;21.175;7.977664;34.475224;0.3068;0.361;3.60473;0;1.444912;-0.16432;97.24;567.398;42834.708;2278.1;;1.450792914;1.087780226;2.064
